zona,enderecos_lista,aluguel,area_m²,quartos
leste,"Avenida Gabriela Mistral, Penha De Franca, São Paulo Zona Leste, São Paulo",1450,80,2
leste,"Rua Itaqueri, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1270,26,1
leste,"Rua Alora, Jardim Arize, São Paulo Zona Leste, São Paulo",1800,74,2
leste,"Rua Itaqueri, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1190,26,1
leste,"Rua Doutor Cristiano Altenfelder Silva, Vila Carrão, São Paulo Zona Leste, São Paulo",1470,48,2
leste,"Rua Catumbi, Catumbi, São Paulo Zona Leste, São Paulo",2011,50,2
leste,"Rua Serra De Bragança, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3000,50,1
leste,"Rua Itaqueri, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1190,26,1
leste,"Rua Itaqueri, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1170,26,1
leste,"Rua Abel Tavares, Jardim Belém, São Paulo Zona Leste, São Paulo",1100,50,2
leste,"Rua Itaqueri, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1170,26,1
leste,"Praça General Costa Barreto, Vila Santo Estevão, São Paulo Zona Leste, São Paulo",5500,118,3
leste,"Rua Engenheiro Osvaldo Andreani, Vila Rio Branco, São Paulo Zona Leste, São Paulo",2000,58,2
leste,"Rua Dom Bosco, Moóca, São Paulo Zona Leste, São Paulo",2400,55,2
leste,"Avenida Ernesto Souza Cruz, Cidade Antônio Estevão De Carvalho, São Paulo Zona Leste, São Paulo",1326,60,2
leste,"Rua Abdo Salém, Jardim Record, São Paulo Zona Leste, São Paulo",4000,180,3
leste,"Rua Diamante Preto, Chácara Califórnia, São Paulo Zona Leste, São Paulo",2430,96,2
leste,"Rua Baguassú, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3500,69,2
leste,"Rua Cônego Antônio Lessa, Parque Da Mooca, São Paulo Zona Leste, São Paulo",3150,89,3
leste,"Avenida Professor Luiz Ignácio Anhaia Mello, Vila Prudente, São Paulo Zona Leste, São Paulo",2100,59,2
leste,"Rua Anhumas, Vila Santa Virginia, São Paulo Zona Leste, São Paulo",1100,50,2
leste,"Rua Das Giestas, Vila Bela, São Paulo Zona Leste, São Paulo",2000,69,2
leste,"Avenida Melchert, Chácara Seis De Outubro, São Paulo Zona Leste, São Paulo",3000,69,2
leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",2100,65,3
leste,"Rua Voltolino, Água Rasa, São Paulo Zona Leste, São Paulo",2000,94,3
leste,"Rua Carlos Bigatti, Jardim Castelo, São Paulo Zona Leste, São Paulo",1224,47,2
leste,"Praça Universo, Vila Formosa, São Paulo Zona Leste, São Paulo",2750,140,2
leste,"Rua Do Oratório, Moóca, São Paulo Zona Leste, São Paulo",1900,60,2
leste,"Rua Arariba Esquina A Rua Pantojo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1800,30,1
leste,"Avenida Condessa Elisabeth De Robiano, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",1400,54,2
leste,"Rua Lino Petenoni, Vila Paranaguá, São Paulo Zona Leste, São Paulo",1350,48,2
leste,"Rua Baía Grande, Vila Bela, São Paulo Zona Leste, São Paulo",1854,65,2
leste,"Rua Catumbi, Catumbi, São Paulo Zona Leste, São Paulo",1600,32,1
leste,"Alameda Dos Jurupis, Limoeiro, São Paulo Zona Leste, São Paulo",3999,75,2
leste,"Rua João De Canha, Moóca, São Paulo Zona Leste, São Paulo",2712,134,3
leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",2958,67,2
leste,"Rua Ângelo Cori, Vila Robertina, São Paulo Zona Leste, São Paulo",2700,116,3
leste,"Rua Folha De Santana, Vila Jacuí, São Paulo Zona Leste, São Paulo",1250,100,3
leste,"Rua Isaac Tabacow, Vila Granada, São Paulo Zona Leste, São Paulo",2575,131,3
leste,"Rua Doutor Renato Maia, Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",2900,200,3
leste,"Rua Abel Tavares, Jardim Belém, São Paulo Zona Leste, São Paulo",1224,40,2
leste,"Avenida Itaquera, Vila Carmosina, São Paulo Zona Leste, São Paulo",1800,55,4
leste,"Avenida Doutor Bernardino Brito Fonseca De Carvalho, Vila Talarico, São Paulo Zona Leste, São Paulo",1545,43,2
leste,"Avenida Nicolau Jacinto, Jardim Artur Alvim, São Paulo Zona Leste, São Paulo",1600,84,2
leste,"Rua Santa Lúcia, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",3800,160,3
leste,"Avenida Rio Branco, Lajeado, São Paulo Zona Leste, São Paulo",1000,30,1
leste,"Avenida Alberto Ramos, Jardim Independencia, São Paulo Zona Leste, São Paulo",1600,55,2
leste,"Rua Tapanhuma, Vila Mafra, São Paulo Zona Leste, São Paulo",1400,45,2
leste,"Rua Pôrto Xavier, Vila Carmosina, São Paulo Zona Leste, São Paulo",3200,60,3
leste,"Rua Antero De Quental, Vila Santa Clara, São Paulo Zona Leste, São Paulo",1530,57,1
leste,"Rua Monsenhor Francisco De Paula, Vila Aricanduva, São Paulo Zona Leste, São Paulo",2700,250,3
leste,"Rua Carlito, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",4500,120,2
leste,"Rua Camé, Moóca, São Paulo Zona Leste, São Paulo",3200,170,2
leste,"Rua Manuel Vieira De Sousa, Moóca, São Paulo Zona Leste, São Paulo",7000,400,4
leste,"Rua Toledo Piza, Maranhão, São Paulo Zona Leste, São Paulo",5000,200,3
leste,"Rua Major Ângelo Zanchi, Penha De Franca, São Paulo Zona Leste, São Paulo",2850,150,3
leste,"Alameda Rainha Santa, Vila Carrão, São Paulo Zona Leste, São Paulo",6300,190,3
leste,"Rua Carneiro Leão, Moóca, São Paulo Zona Leste, São Paulo",1600,55,2
leste,"Rua Dos Donatários, Moóca, São Paulo Zona Leste, São Paulo",3500,110,3
leste,"Rua Dos Estudantes, Jardim Nélia, São Paulo Zona Leste, São Paulo",2100,28,1
leste,"Rua Doutor Benedito Gomes Da Silva, Sítio Da Figueira, São Paulo Zona Leste, São Paulo",3600,298,3
leste,"Avenida Cangaíba, Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",2100,40,1
leste,"Rua Do Acre, Vila Bertioga, São Paulo Zona Leste, São Paulo",2230,75,3
leste,"Rua Candelária Romana, Belenzinho, São Paulo Zona Leste, São Paulo",2600,125,2
leste,"Rua Carlito, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1630,125,1
leste,"Rua Da Meação, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3570,120,3
leste,"Rua Xavier Gouveia, Parque Colonial, São Paulo Zona Leste, São Paulo",13500,154,3
leste,"Rua Embira, Jardim Popular, São Paulo Zona Leste, São Paulo",1600,90,2
leste,"Rua Palmeira D#39oeste, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",3300,140,3
leste,"Rua Rêgo Barros, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",1530,62,2
leste,"Rua Cristóvão Girão, Vila Formosa, São Paulo Zona Leste, São Paulo",2700,74,3
leste,"Avenida Doutor Orêncio Vidigal, Vila Carlos De Campos, São Paulo Zona Leste, São Paulo",2200,70,3
leste,"Rua Sargento Darcy Martins, Vila Antonieta, São Paulo Zona Leste, São Paulo",2800,120,3
leste,"Rua Xavier De Assis, Parque São Lucas, São Paulo Zona Leste, São Paulo",4850,385,4
leste,"Rua Joaquim Lopes Figueira, Moóca, São Paulo Zona Leste, São Paulo",6790,210,3
leste,"Rua Plínio Réis, Vila Euthalia, São Paulo Zona Leste, São Paulo",2900,170,3
leste,"Praça Conceição Do Herval, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1100,46,1
leste,"Rua Piranji, Vila Invernada, São Paulo Zona Leste, São Paulo",5000,150,3
leste,"Rua Argonautas, Vila Formosa, São Paulo Zona Leste, São Paulo",2910,126,3
leste,"Rua Sousa Brasil, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",4000,250,3
leste,"Praça Conceição Do Herval, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1100,43,1
leste,"Rua Jardim Das Margaridas, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",942,38,1
leste,"Praça Barão De Itaqui, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2796,45,1
leste,"Rua Das Antas, Conjunto Residencial Sitio Oratório, São Paulo Zona Leste, São Paulo",1460,50,2
leste,"Rua São Ticiano, Vila Formosa, São Paulo Zona Leste, São Paulo",5000,90,3
leste,"Avenida Doutor Francisco Mesquita, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2050,45,2
leste,"Rua Zacarias De Gois, Parque Colonial, São Paulo Zona Leste, São Paulo",4200,50,1
leste,"Rua Manuel Vieira De Sousa, Moóca, São Paulo Zona Leste, São Paulo",7000,220,3
leste,"Rua Luiz Gastão, Parque São Lucas, São Paulo Zona Leste, São Paulo",3880,132,3
leste,"Rua Xavier Gouvêia, Parque Colonial, São Paulo Zona Leste, São Paulo",12000,150,3
leste,"Travessa Armando Rivir, Vila Prudente, São Paulo Zona Leste, São Paulo",2500,140,2
leste,"Rua Natal Meira De Barros, Jardim Aricanduva, São Paulo Zona Leste, São Paulo",2500,60,2
leste,"Rua Vale Formoso, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1200,54,2
leste,"Avenida Pires Do Rio, Vila Taquari, São Paulo Zona Leste, São Paulo",1900,64,4
leste,"Rua Antônio Tertuliano, Parque Boturussu, São Paulo Zona Leste, São Paulo",1200,70,2
leste,"Rua Pereira Da Silva, Moóca, São Paulo Zona Leste, São Paulo",2828,110,2
leste,"Rua Serra Da Bocaina, Quarta Parada, São Paulo Zona Leste, São Paulo",2060,60,3
leste,"Rua General Bagnuolo, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2470,53,2
leste,"Rua Javari, Moóca, São Paulo Zona Leste, São Paulo",2200,75,2
leste,"Rua Luís Pinto, Vila Carrão, São Paulo Zona Leste, São Paulo",5500,300,4
leste,"Rua Guirá-acangatara, Jardim São Francisco (zona Leste), São Paulo Zona Leste, São Paulo",1600,45,2
leste,"Rua Winifred, Vila Carrão, São Paulo Zona Leste, São Paulo",2100,60,1
leste,"Rua Vitoantonio Del Vecchio, Parque Da Mooca, São Paulo Zona Leste, São Paulo",3200,30,1
leste,"Rua Umberto Gorgati, Vila Talarico, São Paulo Zona Leste, São Paulo",1220,50,1
leste,"Rua Japuruchita, Alto Da Mooca, São Paulo Zona Leste, São Paulo",2000,70,1
leste,"Rua Henrique Sertório, Tatuapé, São Paulo Zona Leste, São Paulo",2700,69,3
leste,"Rua Rocha Fraga, Cangaíba, São Paulo Zona Leste, São Paulo",700,38,1
leste,"Rua Jaboticabal, Vila Bertioga, São Paulo Zona Leste, São Paulo",1650,35,1
leste,"Rua Dulce, Vila Carrão, São Paulo Zona Leste, São Paulo",1836,150,3
leste,"Rua Miguel Langone, Itaquera, São Paulo Zona Leste, São Paulo",1100,54,1
leste,"Rua André Natale, Jardim Popular, São Paulo Zona Leste, São Paulo",1100,50,2
leste,"Avenida Cipriano Rodrigues, Vila Formosa, São Paulo Zona Leste, São Paulo",1750,62,3
leste,"Nao Informado, Parque Das Paineiras, São Paulo Zona Leste, São Paulo",750,,1
leste,"Rio Do Veríssimo 134, Itaquera, São Paulo Zona Leste, São Paulo",800,50,2
leste,"Rua José Guimarães 7, Ermelino Matarazzo, São Paulo Zona Leste, São Paulo",750,40,2
leste,"Rua Acariabu 38, Vila Nova York, São Paulo Zona Leste, São Paulo",1600,100,2
leste,"Rua Capitão Ferraioulo 125, Vila Invernada, São Paulo Zona Leste, São Paulo",850,50,1
leste,"Rua Agrimensor Sugaya, Colônia (zona Leste), São Paulo Zona Leste, São Paulo",835,49,2
leste,"Rua Dario Pozzo, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",700,32,
leste,"Amador Bueno Da Veiga 282, Penha De Franca, São Paulo Zona Leste, São Paulo",299,6,1
leste,"Rua Maria Daffre, 155, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2000,57,2
leste,"Tatuapé, São Paulo Zona Leste, São Paulo",1100,50,2
leste,"Vila Moreira, São Paulo Zona Leste, São Paulo",1500,30,
leste,"Rua Dom Bosco 613, Moóca, São Paulo Zona Leste, São Paulo",1160,18,1
leste,"Conceição Do Formoso 373, Jardim Cotinha, São Paulo Zona Leste, São Paulo",13000,291,
leste,"Chácara Seis De Outubro, São Paulo Zona Leste, São Paulo",1900,70,2
leste,"Rua Fioravante Lopes Garcia, Jardim Belém, São Paulo Zona Leste, São Paulo",1100,45,2
leste,"Rua Virgínia De Miranda, Jardim Norma, São Paulo Zona Leste, São Paulo",1100,54,2
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",1000,30,1
leste,"São João Das Duas Barras  151, Itaquera, São Paulo Zona Leste, São Paulo",1300,40,1
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",1200,38,
leste,"Conjunto Residencial Sitio Oratório, São Paulo Zona Leste, São Paulo",1250,1,2
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",1010,30,1
leste,"Vila Matilde, São Paulo Zona Leste, São Paulo",2200,75,3
leste,"Principe Do Grão Para 134, Itaquera, São Paulo Zona Leste, São Paulo",990,32,1
leste,"Jardim Avelino, São Paulo Zona Leste, São Paulo",4000,180,3
leste,"Avenida Antônio Diogo, Vila Ré, São Paulo Zona Leste, São Paulo",1100,48,2
leste,"Vila Mesquita, São Paulo Zona Leste, São Paulo",1500,70,2
leste,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",800,45,1
leste,"São Miguel Paulista, São Paulo Zona Leste, São Paulo",1800,125,3
leste,"Belenzinho, São Paulo Zona Leste, São Paulo",2300,115,3
leste,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",1000,35,2
leste,"Rua Serra Do Japi, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",10500,470,
leste,"Jardim Colonial, São Paulo Zona Leste, São Paulo",1069,60,2
leste,"Rua Abadiânia, Vila Guilhermina, São Paulo Zona Leste, São Paulo",15000,1320,
leste,"Cangaíba, São Paulo Zona Leste, São Paulo",1600,50,
leste,"Avenida Manoel Dos Santos Braga, Vila Robertina, São Paulo Zona Leste, São Paulo",1600,67,2
leste,"Vila Silvia, São Paulo Zona Leste, São Paulo",1400,40,2
leste,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1500,70,3
leste,"Largo Da Matriz, Itaquera, São Paulo Zona Leste, São Paulo",2200,40,
leste,"Vila Granada, São Paulo Zona Leste, São Paulo",55000,2600,
leste,"Catumbi, São Paulo Zona Leste, São Paulo",1200,28,1
leste,"Moóca, São Paulo Zona Leste, São Paulo",2800,100,
leste,"Rua Astorga,
                430, Vila Guilhermina, São Paulo Zona Leste, São Paulo",30000,400,
leste,"Rua Engenheiro Manuel Osório, Vila Doutor Eiras, São Paulo Zona Leste, São Paulo",12000,900,
leste,"Avenida São Miguel, Jardim Cotinha, São Paulo Zona Leste, São Paulo",52000,2000,
leste,"Belenzinho, São Paulo Zona Leste, São Paulo",3500,100,
leste,"Rua José Manso, Vila Matilde, São Paulo Zona Leste, São Paulo",1650,70,2
leste,"Vila Formosa, São Paulo Zona Leste, São Paulo",1550,68,2
leste,"R. Vilela, 652, Vila Azevedo, São Paulo Zona Leste, São Paulo",2850,40,
leste,"Vila Carmosina, São Paulo Zona Leste, São Paulo",2000,47,2
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",10000,400,
leste,"Rua Tijuco Preto,
                744, Tatuapé, São Paulo Zona Leste, São Paulo",20000,200,
leste,"Penha De Franca, São Paulo Zona Leste, São Paulo",1450,25,
leste,"Rua Flores Do Piauí, Itaquera, São Paulo Zona Leste, São Paulo",7000,250,
leste,"R. Vilela, 652, Vila Azevedo, São Paulo Zona Leste, São Paulo",2750,40,
leste,"Rua Américo Vespucci, 721, Vila Prudente, São Paulo Zona Leste, São Paulo",5000,343,3
leste,"Avenida Maraial, Jardim Nordeste, São Paulo Zona Leste, São Paulo",720,39,1
leste,"Rua Pontal, Vila Nhocune, São Paulo Zona Leste, São Paulo",1470,90,2
leste,"Avenida São Miguel, Vila Norma, São Paulo Zona Leste, São Paulo",1200,30,
leste,"Avenida Regente Feijó, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3600,90,1
leste,"Rua Doutor Áureliano Barreiros, Itaquera, São Paulo Zona Leste, São Paulo",660,28,1
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",1900,70,2
leste,"Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",28000,4000,
leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1000,38,2
leste,"Rua Astarté, Vila Carrão, São Paulo Zona Leste, São Paulo",1560,60,2
leste,"Rua Da Estação, Vila Campanela, São Paulo Zona Leste, São Paulo",1200,63,2
leste,"Amador Bueno Da Veiga 282, Penha De Franca, São Paulo Zona Leste, São Paulo",299,6,1
leste,"Rua Matias João Tavares, Vila Caxambu, São Paulo Zona Leste, São Paulo",750,42,1
leste,"Rua Pedro Maciel, São Miguel Paulista, São Paulo Zona Leste, São Paulo",700,60,2
leste,"Rua Tembetaru, Jardim Das Camélias, São Paulo Zona Leste, São Paulo",612,28,1
leste,"Rua Ovídio Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",750,35,1
leste,"Rua Dona Vitória Speers, Vila Formosa, São Paulo Zona Leste, São Paulo",800,22,1
leste,"Rua Choneco, Vila Ré, São Paulo Zona Leste, São Paulo",600,45,1
leste,"Rua Acesita, Parque Císper, São Paulo Zona Leste, São Paulo",650,25,1
leste,"Jardim Danfer, São Paulo Zona Leste, São Paulo",15000,1360,
leste,"Rua Santa Maria, 35, Parque São Jorge, São Paulo Zona Leste, São Paulo",5000,350,3
leste,"Rua Paulina Augustin, Vila Robertina, São Paulo Zona Leste, São Paulo",680,35,1
leste,"Avenida Antônio Diogo, Vila Ré, São Paulo Zona Leste, São Paulo",1200,50,2
leste,"Rua Jorge Ogushi, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",1350,110,3
leste,"Rua Victório Santim, Itaquera, São Paulo Zona Leste, São Paulo",1030,52,2
leste,"Rua Francisco Chiarelli, Parque Cruzeiro Do Sul, São Paulo Zona Leste, São Paulo",610,45,1
leste,"Rua Campo Largo, 369, Vila Bertioga, São Paulo Zona Leste, São Paulo",5000,142,3
leste,"Rua Paes Lanndin, 168, Vila Carmosina, São Paulo Zona Leste, São Paulo",1700,90,3
oeste,"Rua Memória Antiga, Parque Sonia, São Paulo Zona Oeste, São Paulo",600,40,1
oeste,"Avenida Presidente Altíno, Jaguaré, São Paulo Zona Oeste, São Paulo",785,70,2
oeste,"Rua Mergenthaler, 1001, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",359240,7800,
oeste,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",1900,100,3
oeste,"Rodovia Raposo Tavares, Jardim Adhemar De Barros, São Paulo Zona Oeste, São Paulo",1100,54,2
oeste,"Rua Francisco Leitão, Pinheiros, São Paulo Zona Oeste, São Paulo",3000,84,2
oeste,"Rua Eugênio Lorenzetti, Jardim Íris, São Paulo Zona Oeste, São Paulo",1319,60,2
oeste,"Rua Jaracatia, Jardim Umarizal, São Paulo Zona Oeste, São Paulo",1400,50,2
oeste,"Rua Corinto, Vila Indiana, São Paulo Zona Oeste, São Paulo",1800,55,2
oeste,"Rua Apiacás, Perdizes, São Paulo Zona Oeste, São Paulo",1800,80,2
oeste,"Avenida Santa Marina, Água Branca, São Paulo Zona Oeste, São Paulo",2100,65,2
oeste,"Rua Carlos Alberto Vanzolini, Vila Dos Remédios, São Paulo Zona Oeste, São Paulo",1300,70,2
oeste,"Rua Carlos Weber, 457, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",5000,172,4
oeste,"Rua Osiris Magalhães De Almeida, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1700,60,2
oeste,"Rua Setúbal, 120, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",5000,82,3
oeste,"Rodovia Raposo Tavares, Butantã, São Paulo Zona Oeste, São Paulo",1350,63,3
oeste,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",1800,82,3
oeste,"Alto Da Lapa, São Paulo Zona Oeste, São Paulo",5000,170,3
oeste,"Praça General Pôrto Carreiro, Jaguaré, São Paulo Zona Oeste, São Paulo",1632,65,3
oeste,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",1530,37,1
oeste,"Rua Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",2500,57,1
oeste,"Rua Corcovado, Parque Residencial Da Lapa, São Paulo Zona Oeste, São Paulo",1450,65,2
oeste,"Rua Memória Antiga, Parque Sonia, São Paulo Zona Oeste, São Paulo",600,40,1
oeste,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",4300,78,2
oeste,"Rua Quitanduba, Caxingui, São Paulo Zona Oeste, São Paulo",1800,70,3
oeste,"Rua Alagoas, Higienópolis, São Paulo Zona Oeste, São Paulo",2419,75,1
oeste,"Rua Guiará, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2550,82,3
oeste,"Rua Fidalga, Pinheiros, São Paulo Zona Oeste, São Paulo",2500,62,2
oeste,"Rua Marcus Pereira, Vila Suzana, São Paulo Zona Oeste, São Paulo",2000,120,2
oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3700,87,3
oeste,"Avenida Mofarrej, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3600,94,2
oeste,"Rua M.m.d.c, Butantã, São Paulo Zona Oeste, São Paulo",2900,55,2
oeste,"Rua Antônio Borba, Vila Madalena, São Paulo Zona Oeste, São Paulo",2300,70,2
oeste,"Rua Parnamirim, Jaguaré, São Paulo Zona Oeste, São Paulo",1500,72,3
oeste,"Rua Taváres Cabral, Pinheiros, São Paulo Zona Oeste, São Paulo",3900,72,2
oeste,"Rua Sebastião Gil, Pinheiros, São Paulo Zona Oeste, São Paulo",1700,36,1
oeste,"Rua Corinto, Butantã, São Paulo Zona Oeste, São Paulo",1900,55,2
oeste,"Rua Paulistânia, Sumarezinho, São Paulo Zona Oeste, São Paulo",3500,64,2
oeste,"Rua Joaquim Antunes, Pinheiros, São Paulo Zona Oeste, São Paulo",3700,94,3
oeste,"Rua Professor Pedro Da Cunha, Perdizes, São Paulo Zona Oeste, São Paulo",1339,30,1
oeste,"Rua Dom Rosalvo, Sumarezinho, São Paulo Zona Oeste, São Paulo",3500,60,1
oeste,"Rua Hans Nobiling, Jardim Europa, São Paulo Zona Oeste, São Paulo",7500,132,3
oeste,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",4000,33,1
oeste,"Avenida Jaguaré, Jaguaré, São Paulo Zona Oeste, São Paulo",1400,60,1
oeste,"Rua Hungara, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",1900,55,2
oeste,"Rua Tavares Bastos, Perdizes, São Paulo Zona Oeste, São Paulo",2200,75,2
oeste,"Rua Doutor Paulo Nogueira Filho, Vila Butantã, São Paulo Zona Oeste, São Paulo",1940,60,2
oeste,"Rua Oagy Kalile, Jardim Vitória Régia, São Paulo Zona Oeste, São Paulo",10000,252,3
oeste,"Rua Trajano Reis, Butantã, São Paulo Zona Oeste, São Paulo",1650,65,3
oeste,"Rua Francisco Luiz De Souza Júnior, Água Branca, São Paulo Zona Oeste, São Paulo",1545,43,2
oeste,"Rua Sheldon, Lapa, São Paulo Zona Oeste, São Paulo",1960,100,2
oeste,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",1325,56,2
oeste,"Rua Paulistânia, Sumarezinho, São Paulo Zona Oeste, São Paulo",3300,45,1
oeste,"Rua Heitor Penteado, Sumarezinho, São Paulo Zona Oeste, São Paulo",2700,54,1
oeste,"Rua Heitor De Souza Pinheiro, Super Quadra Morumbi, São Paulo Zona Oeste, São Paulo",1790,76,3
oeste,"Rua Deputado Lacerda Franco, Pinheiros, São Paulo Zona Oeste, São Paulo",4500,92,2
oeste,"Rua Orlando Calixto, Parque Independência, São Paulo Zona Oeste, São Paulo",1600,56,2
oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",2884,85,2
oeste,"Rua Critios, Vila Suzana, São Paulo Zona Oeste, São Paulo",1530,110,3
oeste,"Avenida Presidente Altino, Jaguaré, São Paulo Zona Oeste, São Paulo",3570,130,2
oeste,"Avenida Mercedes, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",15000,297,4
oeste,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",1470,31,1
oeste,"Rua Francisco Leitão, Pinheiros, São Paulo Zona Oeste, São Paulo",3300,44,1
oeste,"Rua Olívia Guedes Penteado, Morro Do Índio, São Paulo Zona Oeste, São Paulo",3060,85,3
oeste,"Rua Doutor Teodoro Quartim Barbosa, Vila São Francisco, São Paulo Zona Oeste, São Paulo",2200,120,4
oeste,"Avenida Padre Pereira De Andrade, Boaçava, São Paulo Zona Oeste, São Paulo",2800,50,2
oeste,"Rua Padre Chico, Perdizes, São Paulo Zona Oeste, São Paulo",2600,69,3
oeste,"Rua William Speers, Lapa De Baixo, São Paulo Zona Oeste, São Paulo",1370,47,2
oeste,"Avenida Diógenes Ribeiro De Lima, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",2400,73,3
oeste,"Rua Alvarenga Peixoto, Vila Anastácio, São Paulo Zona Oeste, São Paulo",1371,25,1
oeste,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",2400,60,1
oeste,"Rua Deputado Lacerda Franco, Pinheiros, São Paulo Zona Oeste, São Paulo",2200,68,2
oeste,"Rua Horácio Lane, Pinheiros, São Paulo Zona Oeste, São Paulo",9000,121,3
oeste,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",2500,60,1
oeste,"Rua Euclides De Andrade, Pinheiros, São Paulo Zona Oeste, São Paulo",4900,68,2
oeste,"Rua Arthur Soter Lopes Da Silva, Jardim Esmeralda, São Paulo Zona Oeste, São Paulo",2040,60,3
oeste,"Rua Turiassu, Perdizes, São Paulo Zona Oeste, São Paulo",2000,25,1
oeste,"Rua Itambé, Higienópolis, São Paulo Zona Oeste, São Paulo",3000,65,2
oeste,"Rua Armando Shibata, Jardim Rizzo, São Paulo Zona Oeste, São Paulo",1200,40,1
oeste,"Rua Cardeal Arcoverde, Pinheiros, São Paulo Zona Oeste, São Paulo",3200,32,1
oeste,"Rua Ministro Godói, Perdizes, São Paulo Zona Oeste, São Paulo",4200,92,3
oeste,"Rua Quitanduba, Caxingui, São Paulo Zona Oeste, São Paulo",2100,84,3
oeste,"Rua João Moura, Pinheiros, São Paulo Zona Oeste, São Paulo",5140,180,3
oeste,"Rua Benedito Fáber, Super Quadra Morumbi, São Paulo Zona Oeste, São Paulo",1673,54,2
oeste,"Avenida Do Rio Pequeno, Rio Pequeno, São Paulo Zona Oeste, São Paulo",2200,48,1
oeste,"Rua Oscar Freire, Pinheiros, São Paulo Zona Oeste, São Paulo",2200,40,1
oeste,"Rua Itapicuru, Perdizes, São Paulo Zona Oeste, São Paulo",3300,94,2
oeste,"Rua Doutor José Carlos De Toledo Piza, Jardim Parque Morumbi, São Paulo Zona Oeste, São Paulo",1960,70,2
oeste,"Rua Doutor Augusto De Miranda, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2678,88,3
